cardId,name,cardType,life,cost,power,attributes,traits,counter,colors,images,effectText,triggerText,rarity,set
P-028,Portgas.D.Ace,CHARACTER,,5,6000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Whitebeard Pirates"", ""value"": ""Whitebeard Pirates""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-028.png?250701"", ""alt"": ""Portgas.D.Ace"", ""localPath"": ""P-028.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Double Attack] (This card deals 2 damage.)""}]}]",,P,Promotional Cards
P-029,Bartolomeo,CHARACTER,,2,3000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""FILM"", ""value"": ""FILM""}, {""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Barto Club"", ""value"": ""Barto Club""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-029.png?250701"", ""alt"": ""Bartolomeo"", ""localPath"": ""P-029.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[End of Your Turn] You may rest this Character: Set up to 1 of your {FILM} type Characters other than [Bartolomeo] as active.""}]}]",,P,Promotional Cards
P-030,Jinbe,CHARACTER,,4,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""The Sun Pirates"", ""value"": ""The Sun Pirates""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-030.png?250701"", ""alt"": ""Jinbe"", ""localPath"": ""P-030.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On K.O.] Place up to 1 Character with a cost of 3 or less at the bottom of the owner's deck.""}]}]",,P,Promotional Cards
P-031,Uta,CHARACTER,,5,6000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""FILM"", ""value"": ""FILM""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-031.png?250701"", ""alt"": ""Uta"", ""localPath"": ""P-031.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Add up to 1 DON!! card from your DON!! deck and rest it.""}]}]",,P,Promotional Cards
P-032,Sengoku,CHARACTER,,5,6000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Navy"", ""value"": ""Navy""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-032.png?250701"", ""alt"": ""Sengoku"", ""localPath"": ""P-032.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [Your Turn] Give all of your opponent's Characters \u22122 cost.""}]}]",,P,Promotional Cards
P-033,Monkey.D.Luffy,CHARACTER,,4,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-033.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""P-033.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may place this Character at the bottom of the owner's deck: Draw 1 card.""}]}]",,P,Promotional Cards
P-034,Sanji,CHARACTER,,3,4000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""The Vinsmoke Family"", ""value"": ""The Vinsmoke Family""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-034.png?250701"", ""alt"": ""Sanji"", ""localPath"": ""P-034.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [Your Turn] If you have 2 or less Life cards, this Character gains +2000 power.""}]}]",,P,Promotional Cards
P-035,Monkey.D.Luffy,CHARACTER,,6,6000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-035.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""P-035.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [When Attacking] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 0.""}]}]",,P,Promotional Cards
P-036,Monkey.D.Luffy,CHARACTER,,3,4000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-036.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""P-036.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character and up to 1 of your Leader gain +1000 power during this turn.""}]}]",,P,Promotional Cards
P-037,Monkey.D.Luffy,CHARACTER,,2,4000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-037.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""P-037.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[When Attacking] If you have 2 or more rested Characters, this Character gains +1000 power during this turn.""}]}]",,P,Promotional Cards
P-039,Bellamy,CHARACTER,,5,6000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Bellamy Pirates"", ""value"": ""Bellamy Pirates""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-039.png?250701"", ""alt"": ""Bellamy"", ""localPath"": ""P-039.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)[DON!! x2] If you have 0 Life cards, this Character gains +2000 power.""}]}]",,P,Promotional Cards
P-041,Monkey.D.Luffy,CHARACTER,,10,12000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-041.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""P-041.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,P,Promotional Cards
P-041_p1,Monkey.D.Luffy,CHARACTER,,10,12000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-041_p1.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""P-041_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,P,Promotional Cards
P-042,Roronoa Zoro,CHARACTER,,4,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-042.png?250701"", ""alt"": ""Roronoa Zoro"", ""localPath"": ""P-042.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,P,Promotional Cards
P-043,Monkey.D.Luffy,CHARACTER,,7,7000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-043.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""P-043.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Return up to 1 Character with a cost of 3 or less to the owner's hand.""}]}]",,P,Promotional Cards
P-045,Roronoa Zoro,CHARACTER,,6,7000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-045.png?250701"", ""alt"": ""Roronoa Zoro"", ""localPath"": ""P-045.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)""}]}]",,P,Promotional Cards
P-045_p1,Roronoa Zoro,CHARACTER,,6,7000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-045_p1.png?250701"", ""alt"": ""Roronoa Zoro"", ""localPath"": ""P-045_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Banish] (When this card deals damage, the target card is trashed without activating its Trigger.)""}]}]",,P,Promotional Cards
P-046,Yamato,CHARACTER,,1,2000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-046.png?250701"", ""alt"": ""Yamato"", ""localPath"": ""P-046.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may place all cards in your hand at the bottom of your deck in any order. If you do, draw cards equal to the number you placed at the bottom of your deck.""}]}]",,P,Promotional Cards
P-047,Monkey.D.Luffy,LEADER,5,,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-047.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""P-047.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [When Attacking] Draw 1 card if you have 3 or less cards in your hand.""}]}]",,P,Promotional Cards
P-048,Arlong,CHARACTER,,3,4000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""Arlong Pirates"", ""value"": ""Arlong Pirates""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-048.png?250701"", ""alt"": ""Arlong"", ""localPath"": ""P-048.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [When Attacking] If you have 4 or more Life cards, your opponent places 1 card from their hand at the bottom of their deck.""}]}]",,P,Promotional Cards
P-049,Usopp,CHARACTER,,2,3000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-049.png?250701"", ""alt"": ""Usopp"", ""localPath"": ""P-049.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.""}]}]",,P,Promotional Cards
P-050,Sanji,CHARACTER,,3,2000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-050.png?250701"", ""alt"": ""Sanji"", ""localPath"": ""P-050.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[DON!! x1] [Your Turn] If you have 3 or less cards in your hand, this Character gains +4000 power.""}]}]",,P,Promotional Cards
P-051,Shanks,CHARACTER,,7,9000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Red-Haired Pirates"", ""value"": ""Red-Haired Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-051.png?250701"", ""alt"": ""Shanks"", ""localPath"": ""P-051.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[When Attacking] You may trash any number of cards from your hand. This Character gains +1000 power during this battle for every card trashed.""}]}]",,P,Promotional Cards
P-052,Dracule Mihawk,CHARACTER,,6,7000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-052.png?250701"", ""alt"": ""Dracule Mihawk"", ""localPath"": ""P-052.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] This Character cannot be K.O.'d in battle by <Slash> attribute cards.""}]}]",,P,Promotional Cards
P-053,Nami,CHARACTER,,1,1000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",2000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-053.png?250701"", ""alt"": ""Nami"", ""localPath"": ""P-053.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] If you have 3 or less cards in your hand, return up to 1 of your opponent's Characters with a cost of 3 or less to the owner's hand.""}]}]",,P,Promotional Cards
P-054,Monkey.D.Garp,CHARACTER,,6,7000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Navy"", ""value"": ""Navy""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-054.png?250701"", ""alt"": ""Monkey.D.Garp"", ""localPath"": ""P-054.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] This Character cannot be K.O.'d in battle by <Strike> attribute cards.""}]}]",,P,Promotional Cards
P-055,Monkey.D.Luffy,CHARACTER,,4,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-055.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""P-055.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may trash 2 cards from your hand: Your opponent places 1 of their Characters at the bottom of the owner's deck.""}]}]",,P,Promotional Cards
P-056,Roronoa Zoro,CHARACTER,,4,6000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-056.png?250701"", ""alt"": ""Roronoa Zoro"", ""localPath"": ""P-056.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] \u2781 (You may rest the specified number of DON!! cards in your cost area.): Return up to 1 Character with a cost of 5 or less to the owner's hand.""}]}]",,P,Promotional Cards
P-057,Fleeting Lullaby,EVENT,,3,-,[],"[{""name"": ""Music"", ""value"": ""Music""}, {""name"": ""FILM"", ""value"": ""FILM""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-057.png?250701"", ""alt"": ""Fleeting Lullaby"", ""localPath"": ""P-057.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] If your Leader is [Uta], up to 2 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase.""}]}]",Activate this card's [Main] effect.,P,Promotional Cards
P-058,Where the Wind Blows,EVENT,,2,-,[],"[{""name"": ""Music"", ""value"": ""Music""}, {""name"": ""FILM"", ""value"": ""FILM""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-058.png?250701"", ""alt"": ""Where the Wind Blows"", ""localPath"": ""P-058.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] If your Leader is [Uta], set all of your {FILM} type Characters as active at the end of this turn.""}]}]",Set all of your {FILM} type Characters as active.,P,Promotional Cards
P-059,The World's Continuation,EVENT,,2,-,[],"[{""name"": ""Music"", ""value"": ""Music""}, {""name"": ""FILM"", ""value"": ""FILM""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-059.png?250701"", ""alt"": ""The World""s Continuation"", ""localPath"": ""P-059.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] If your Leader is [Uta], you may return any number of Characters on your field to the owner's hand. Up to 1 of your Leader or Character cards gains +2000 power during this battle for every returned Character.""}]}]",,P,Promotional Cards
P-060,Tot Musica,EVENT,,2,-,[],"[{""name"": ""Music"", ""value"": ""Music""}, {""name"": ""FILM"", ""value"": ""FILM""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-060.png?250701"", ""alt"": ""Tot Musica"", ""localPath"": ""P-060.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] You may rest 1 of your [Uta] cards: Rest up to 2 of your opponent's DON!! cards.""}]}]",,P,Promotional Cards
P-061,Monkey.D.Luffy,CHARACTER,,8,10000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""FILM"", ""value"": ""FILM""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-061.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""P-061.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,P,Promotional Cards
P-062,Hody & Hyouzou,CHARACTER,,4,6000,"[{""name"": ""Slash"", ""value"": ""Slash""}, {""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""Merfolk"", ""value"": ""Merfolk""}, {""name"": ""New Fish-Man Pirates"", ""value"": ""New Fish-Man Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-062.png?250701"", ""alt"": ""Hody & Hyouzou"", ""localPath"": ""P-062.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] [Once Per Turn] Rest up to 1 of your opponent's Characters with a cost of 4 or less and this Character gains +1000 power during this turn. Then, add 1 card from the top of your Life cards to your hand.""}]}]",,P,Promotional Cards
P-065,Tony Tony.Chopper,CHARACTER,,3,4000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-065.png?250701"", ""alt"": ""Tony Tony.Chopper"", ""localPath"": ""P-065.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[When Attacking] If your opponent has a Character with a cost of 0, this Character gains +2000 power until the start of your next turn.""}]}]",,P,Promotional Cards
P-068,Sanji,CHARACTER,,3,4000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Kingdom of GERMA"", ""value"": ""Kingdom of GERMA""}, {""name"": ""The Vinsmoke Family"", ""value"": ""The Vinsmoke Family""}]",2000,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-068.png?250701"", ""alt"": ""Sanji"", ""localPath"": ""P-068.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may trash this Character: Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.""}]}]",,P,Promotional Cards
P-069,Koala,CHARACTER,,1,1000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Revolutionary Army"", ""value"": ""Revolutionary Army""}]",1000,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-069.png?250701"", ""alt"": ""Koala"", ""localPath"": ""P-069.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] [Once Per Turn] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.""}]}]",,P,Promotional Cards
P-070,Carrot,CHARACTER,,2,2000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Minks"", ""value"": ""Minks""}]",1000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-070.png?250701"", ""alt"": ""Carrot"", ""localPath"": ""P-070.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)""}]}]",,P,Promotional Cards
P-071,Marco,CHARACTER,,4,6000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Whitebeard Pirates"", ""value"": ""Whitebeard Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-071.png?250701"", ""alt"": ""Marco"", ""localPath"": ""P-071.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On K.O.] You may add this Character card to your hand.""}]}]",,P,Promotional Cards
P-076,Sakazuki,LEADER,4,,5000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Navy"", ""value"": ""Navy""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}, {""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-076.png?250701"", ""alt"": ""Sakazuki"", ""localPath"": ""P-076.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] [Once Per Turn] You may trash 1 {Navy} type card from your hand: Give up to 1 of your opponent's Characters \uff0d1 cost during this turn.""}]}]",,P,Promotional Cards
P-077,Ulti,CHARACTER,,6,6000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal Kingdom Pirates"", ""value"": ""Animal Kingdom Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-077.png?250701"", ""alt"": ""Ulti"", ""localPath"": ""P-077.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Once Per Turn] When 2 or more DON!! cards on your field are returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and rest it. Then, set up to 1 of your purple Stages as active.""}]}]",,P,Promotional Cards
P-078,Adio,CHARACTER,,4,5000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}]",2000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-078.png?250701"", ""alt"": ""Adio"", ""localPath"": ""P-078.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""If you have 2 or more rested {ODYSSEY} type Characters, this Character gains +1000 power.""}]}]",,P,Promotional Cards
P-078_p1,Adio,CHARACTER,,4,5000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}]",2000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-078_p1.png?250701"", ""alt"": ""Adio"", ""localPath"": ""P-078_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""If you have 2 or more rested {ODYSSEY} type Characters, this Character gains +1000 power.""}]}]",,P,Promotional Cards
P-078_p2,Adio,CHARACTER,,4,5000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}]",2000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-078_p2.png?250701"", ""alt"": ""Adio"", ""localPath"": ""P-078_p2.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""If you have 2 or more rested {ODYSSEY} type Characters, this Character gains +1000 power.""}]}]",,P,Promotional Cards
P-078_p3,Adio,CHARACTER,,4,5000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}]",2000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-078_p3.png?250701"", ""alt"": ""Adio"", ""localPath"": ""P-078_p3.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""If you have 2 or more rested {ODYSSEY} type Characters, this Character gains +1000 power.""}]}]",,P,Promotional Cards
P-078_p4,Adio,CHARACTER,,4,5000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}]",2000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-078_p4.png?250701"", ""alt"": ""Adio"", ""localPath"": ""P-078_p4.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""If you have 2 or more rested {ODYSSEY} type Characters, this Character gains +1000 power.""}]}]",,P,Promotional Cards
P-078_p5,Adio,CHARACTER,,4,5000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""ODYSSEY"", ""value"": ""ODYSSEY""}]",2000,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/P-078_p5.png?250701"", ""alt"": ""Adio"", ""localPath"": ""P-078_p5.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""If you have 2 or more rested {ODYSSEY} type Characters, this Character gains +1000 power.""}]}]",,P,Promotional Cards
