cardId,name,cardType,life,cost,power,attributes,traits,counter,colors,images,effect_description,trigger_description,has_trigger,trigger_effect,rarity,set
EB02-032,Iceburg,CHARACTER,,1,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Water Seven"", ""value"": ""Water Seven""}, {""name"": ""Galley-La Company"", ""value"": ""Galley-La Company""}]",2000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-032.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-033,Klabautermann,CHARACTER,,1,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Sprite"", ""value"": ""Sprite""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-033.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-034,Komei,CHARACTER,,4,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Navy"", ""value"": ""Navy""}, {""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-034.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-035,Sanji & Pudding,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}, {""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Big Mom Pirates"", ""value"": ""Big Mom Pirates""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-035.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-035_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-036,Nico Robin,CHARACTER,,3,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-036.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-036_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-037,Franky,CHARACTER,,3,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Water Seven"", ""value"": ""Water Seven""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-037.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-038,Magellan,CHARACTER,,3,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Impel Down"", ""value"": ""Impel Down""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-038.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-039,GERMA 66,EVENT,,4,4000,[],"[{""name"": ""The Vinsmoke Family"", ""value"": ""The Vinsmoke Family""}, {""name"": ""GERMA 66"", ""value"": ""GERMA 66""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-039.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-040,BRAND NEW WORLD,EVENT,,2,,[],"[{""name"": ""Music"", ""value"": ""Music""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-040.png?250701"", ""artist"": """", ""is_default"": true}]",,Activate this card's [Main] effect.,True,,C,EB02 - Anime 25th Collection
EB02-041,Merry Go,STAGE,,1,,[],"[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-041.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-042,All-Hunt Grount,CHARACTER,,6,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Navy"", ""value"": ""Navy""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-042.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-043,Jonathan,CHARACTER,,7,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Navy"", ""value"": ""Navy""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-043.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-044,Sengoku,CHARACTER,,7,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Navy"", ""value"": ""Navy""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-044.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-044_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-045,Trafalgar Law,CHARACTER,,5,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Dressrosa"", ""value"": ""Dressrosa""}, {""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Heart Pirates"", ""value"": ""Heart Pirates""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-045.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-045_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-046,Hildon,CHARACTER,,3,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Thriller Bark Pirates"", ""value"": ""Thriller Bark Pirates""}]",2000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-046.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-047,Blueno,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""CP9"", ""value"": ""CP9""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-047.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-048,Brook,CHARACTER,,5,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-048.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-048_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-049,Monkey.D.Garp,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Navy"", ""value"": ""Navy""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-049.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-050,Kokoro no Chizu,EVENT,,2,,[],"[{""name"": ""Music"", ""value"": ""Music""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-050.png?250701"", ""artist"": """", ""is_default"": true}]",,Activate this card's [Main] effect.,True,,C,EB02 - Anime 25th Collection
EB02-051,Three-Pace Hum Soul Notch Slash,EVENT,,3,,[],"[{""name"": ""Former Rumbar Pirates"", ""value"": ""Former Rumbar Pirates""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-051.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-052,Enel,CHARACTER,,10,1000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Sky Island"", ""value"": ""Sky Island""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-052.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-052_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-053,Myskina Olga,CHARACTER,,3,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Alchemi"", ""value"": ""Alchemi""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-053.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-054,Sanji,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""East Blue"", ""value"": ""East Blue""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-054.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-054_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
EB02-055,Jinbe,CHARACTER,,4,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",2000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-055.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-055_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-055_p2.png?250701"", ""artist"": """", ""is_default"": false}]",,"If your Leader has the {Fish-Man} or {Merfolk} type and you have 2 or less Life cards, play this card.",True,,C,EB02 - Anime 25th Collection
EB02-056,Vegapunk,CHARACTER,,5,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-056.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-056_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,Draw 1 card.,True,,C,EB02 - Anime 25th Collection
EB02-057,Mad Treasure,CHARACTER,,4,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Treasure Pirates"", ""value"": ""Treasure Pirates""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-057.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-058,UUUUUS!,EVENT,,2,,[],"[{""name"": ""Music"", ""value"": ""Music""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-058.png?250701"", ""artist"": """", ""is_default"": true}]",,Activate this card's [Main] effect.,True,,C,EB02 - Anime 25th Collection
EB02-059,Without Your Help I Can't Become the King of the Pirates!!!!,EVENT,,4,1000,[],"[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""[{\""url\"": \""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-059.png?250701\"", \""alt\"": \""Without Your Help I Can\""t Become the King of the Pirates!!!!\"", \""localPath\"": \""EB02-059.jpg\""}]"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-060,Merry Go,STAGE,,2,1000,[],"[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-060.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,EB02 - Anime 25th Collection
EB02-061,Monkey.D.Luffy,CHARACTER,,6,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Water Seven"", ""value"": ""Water Seven""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-061.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-061_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/EB02-061_p2.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,EB02 - Anime 25th Collection
OP05-001,Sabo,LEADER,4,,5000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Revolutionary Army"", ""value"": ""Revolutionary Army""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}, {""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-001.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-001_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-001_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP05 - Awakening of the New Era
OP05-002,Belo Betty,LEADER,4,,3000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Revolutionary Army"", ""value"": ""Revolutionary Army""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}, {""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-002.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-002_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-002_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP05 - Awakening of the New Era
OP05-022,Donquixote Rosinante,LEADER,4,,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Navy"", ""value"": ""Navy""}, {""name"": ""Donquixote Pirates"", ""value"": ""Donquixote Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}, {""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-022.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-022_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-022_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP05 - Awakening of the New Era
OP05-060,Monkey.D.Luffy,LEADER,5,,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-060.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p4"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-060_p4.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-060_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-060_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p3"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-060_p3.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP05 - Awakening of the New Era
OP05-098,Enel,LEADER,4,,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Sky Island"", ""value"": ""Sky Island""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-098.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-098_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP05-098_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP05 - Awakening of the New Era
OP06-001,Uta,LEADER,4,,22122000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""FILM"", ""value"": ""FILM""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}, {""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-001.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-001_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-001_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP06 - Wings of the Captain
OP06-020,Hody Jones,LEADER,5,,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""New Fish-Man Pirates"", ""value"": ""New Fish-Man Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-020.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-020_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-020_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP06 - Wings of the Captain
OP06-021,Perona,LEADER,4,,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Thriller Bark Pirates"", ""value"": ""Thriller Bark Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}, {""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-021.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-021_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-021_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP06 - Wings of the Captain
OP06-022,Yamato,LEADER,4,,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Land of Wano"", ""value"": ""Land of Wano""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}, {""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-022.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-022_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-022_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p3"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-022_p3.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP06 - Wings of the Captain
OP06-042,Vinsmoke Reiju,LEADER,4,,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Vinsmoke Family"", ""value"": ""The Vinsmoke Family""}, {""name"": ""GERMA 66"", ""value"": ""GERMA 66""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}, {""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-042.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-042_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-042_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP06 - Wings of the Captain
OP06-080,Gecko Moria,LEADER,5,,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Thriller Bark Pirates"", ""value"": ""Thriller Bark Pirates""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-080.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-080_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP06-080_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP06 - Wings of the Captain
OP07-001,Monkey.D.Dragon,LEADER,5,,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Revolutionary Army"", ""value"": ""Revolutionary Army""}]",-,"[{""name"": ""Red"", ""value"": ""Red""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-001.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-001_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-001_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP07 - 500 Years in the Future
OP07-019,Jewelry Bonney,LEADER,5,,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Supernovas"", ""value"": ""Supernovas""}, {""name"": ""Bonney Pirates"", ""value"": ""Bonney Pirates""}]",-,"[{""name"": ""Green"", ""value"": ""Green""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-019.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-019_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-019_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p3"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-019_p3.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP07 - 500 Years in the Future
OP07-038,Boa Hancock,LEADER,5,,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Kuja Pirates"", ""value"": ""Kuja Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-038.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-038_p2.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-038_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP07 - 500 Years in the Future
